generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.040000,12.000000,0.253333,0.135688,0.426298
500,41.620000,12.200000,0.150820,0.127008,0.454619
1000,42.780000,12.800000,0.078125,0.109948,0.505511
1500,38.440000,12.640000,0.047468,0.113100,0.509704
2000,40.180000,12.740000,0.025118,0.107505,0.507695
2500,39.100000,11.980000,0.016694,0.114348,0.490264
3000,41.720000,12.100000,0.006612,0.101921,0.495078
3500,38.360000,11.980000,0.003339,0.112008,0.477508
4000,43.560000,12.200000,0.003279,0.098757,0.491542
4500,45.940000,12.580000,0.003180,0.095292,0.505460
5000,42.920000,12.480000,0.003205,0.087654,0.517099
