generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.140000,11.880000,0.289562,0.145009,0.413218
500,35.440000,13.180000,0.151745,0.124858,0.498277
1000,48.360000,13.240000,0.087613,0.097438,0.518807
1500,44.960000,13.160000,0.042553,0.098996,0.519102
2000,45.080000,12.720000,0.025157,0.100566,0.517449
2500,36.060000,12.180000,0.016420,0.108985,0.490652
3000,43.360000,12.400000,0.006452,0.095359,0.498088
3500,36.440000,12.040000,0.003322,0.115309,0.491548
4000,35.680000,12.300000,0.000000,0.096320,0.497061
4500,34.240000,11.800000,0.000000,0.092756,0.475078
5000,41.880000,12.260000,0.000000,0.091391,0.502782
