generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.880000,12.040000,0.229236,0.131912,0.438538
500,42.880000,12.880000,0.149068,0.123545,0.488962
1000,41.440000,12.940000,0.077280,0.107973,0.504558
1500,41.600000,12.560000,0.041401,0.109262,0.499729
2000,38.480000,12.620000,0.022187,0.100503,0.505035
2500,40.260000,12.320000,0.019481,0.107655,0.498456
3000,45.000000,12.300000,0.013008,0.103645,0.500479
3500,40.040000,12.140000,0.009885,0.101771,0.485828
4000,42.360000,12.400000,0.006452,0.088421,0.500568
4500,36.840000,12.300000,0.006504,0.096732,0.503548
5000,36.920000,12.000000,0.006667,0.107794,0.481173
