generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.220000,11.960000,0.244147,0.142438,0.436716
500,42.880000,13.180000,0.127466,0.113414,0.503301
1000,39.040000,12.900000,0.065116,0.110514,0.503450
1500,44.520000,12.420000,0.051530,0.114071,0.495621
2000,45.480000,12.180000,0.029557,0.112698,0.492073
2500,42.480000,12.180000,0.019704,0.111657,0.483125
3000,45.220000,12.080000,0.009934,0.109110,0.490242
3500,44.720000,11.580000,0.006908,0.110943,0.462980
4000,44.120000,12.060000,0.003317,0.104680,0.484863
4500,43.980000,11.760000,0.003401,0.095529,0.479290
5000,45.040000,11.920000,0.003356,0.104553,0.476982
