generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.640000,12.160000,0.246711,0.143971,0.436329
500,43.760000,12.620000,0.139461,0.119383,0.476817
1000,37.920000,12.580000,0.066773,0.106086,0.489261
1500,37.460000,12.780000,0.046948,0.099363,0.506973
2000,43.300000,13.200000,0.024242,0.100871,0.532534
2500,39.160000,12.540000,0.019139,0.088855,0.514207
3000,39.640000,11.880000,0.010101,0.104924,0.489573
3500,43.040000,11.960000,0.006689,0.098988,0.495714
4000,40.380000,12.260000,0.003263,0.104015,0.500000
4500,37.220000,11.900000,0.003361,0.114485,0.484802
5000,39.180000,12.560000,0.003185,0.102990,0.509220
