generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.200000,11.660000,0.267581,0.142626,0.404050
500,42.580000,12.140000,0.135091,0.122898,0.470313
1000,36.060000,12.380000,0.064620,0.106806,0.485786
1500,44.240000,12.480000,0.035256,0.107722,0.491181
2000,36.440000,12.200000,0.016393,0.104686,0.487169
2500,41.020000,11.980000,0.010017,0.086459,0.489612
3000,42.920000,12.500000,0.006400,0.089380,0.509794
3500,43.000000,12.160000,0.003289,0.099830,0.498300
4000,39.300000,11.860000,0.000000,0.108869,0.476187
4500,38.200000,11.620000,0.000000,0.109499,0.471240
5000,45.600000,11.880000,0.000000,0.104507,0.482384
