generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.540000,11.340000,0.232804,0.139529,0.398740
500,43.040000,12.280000,0.136808,0.119690,0.468757
1000,39.280000,12.580000,0.089030,0.120084,0.495168
1500,46.200000,12.900000,0.058915,0.107031,0.505807
2000,45.420000,12.440000,0.045016,0.101176,0.490905
2500,41.240000,12.680000,0.028391,0.109011,0.507777
3000,40.500000,12.580000,0.009539,0.100721,0.511065
3500,46.480000,12.460000,0.006421,0.111055,0.509430
4000,40.200000,12.520000,0.003195,0.094600,0.505855
4500,46.960000,12.280000,0.003257,0.100843,0.496396
5000,42.440000,12.300000,0.003252,0.106258,0.498371
