generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.060000,12.380000,0.294023,0.139421,0.432882
500,37.660000,12.920000,0.173375,0.119554,0.475053
1000,36.200000,13.020000,0.098310,0.103145,0.497253
1500,40.320000,12.660000,0.041074,0.110848,0.511248
2000,33.840000,12.660000,0.031596,0.102424,0.505824
2500,42.220000,12.400000,0.019355,0.103071,0.500340
3000,45.740000,12.400000,0.009677,0.110627,0.505609
3500,42.300000,12.460000,0.006421,0.103261,0.505883
4000,43.580000,12.900000,0.006202,0.097031,0.524898
4500,43.100000,13.540000,0.005908,0.095208,0.547347
5000,43.180000,12.160000,0.003289,0.098282,0.495983
