generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.260000,11.960000,0.244147,0.139203,0.423974
500,39.640000,12.420000,0.135266,0.121897,0.469891
1000,34.040000,12.480000,0.092949,0.118565,0.485583
1500,46.080000,12.680000,0.066246,0.107277,0.506631
2000,33.860000,12.280000,0.035831,0.095506,0.496689
2500,38.580000,12.460000,0.022472,0.106221,0.499527
3000,42.760000,12.760000,0.009404,0.098664,0.511767
3500,36.220000,12.460000,0.003210,0.098827,0.510166
4000,39.280000,12.060000,0.003317,0.106060,0.491040
4500,40.580000,11.980000,0.003339,0.109132,0.485800
5000,35.360000,11.620000,0.003442,0.114333,0.471731
