generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.280000,11.400000,0.235088,0.151354,0.413059
500,41.660000,12.840000,0.137072,0.115469,0.468494
1000,38.860000,13.340000,0.089955,0.107367,0.515462
1500,35.960000,12.200000,0.059016,0.118117,0.485902
2000,37.720000,12.760000,0.043887,0.097067,0.509616
2500,43.720000,12.640000,0.015823,0.103612,0.504925
3000,44.040000,12.000000,0.010000,0.095392,0.472536
3500,42.220000,12.140000,0.006590,0.098175,0.494749
4000,41.980000,12.300000,0.003252,0.091208,0.507054
4500,39.440000,12.120000,0.003300,0.100114,0.494439
5000,38.500000,12.100000,0.003306,0.107844,0.491223
