generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.220000,10.860000,0.209945,0.151286,0.399413
500,37.480000,12.080000,0.102649,0.119290,0.465892
1000,39.960000,12.600000,0.069841,0.119313,0.498476
1500,40.640000,12.840000,0.034268,0.095984,0.511604
2000,40.860000,11.940000,0.020101,0.110044,0.477368
2500,43.100000,12.360000,0.009709,0.099395,0.506017
3000,45.280000,11.640000,0.003436,0.106900,0.484518
3500,37.580000,12.060000,0.000000,0.104922,0.484936
4000,43.560000,12.740000,0.000000,0.100896,0.518491
4500,40.100000,12.740000,0.000000,0.092629,0.522411
5000,36.540000,12.520000,0.000000,0.079159,0.515054
