generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.760000,12.160000,0.273026,0.135054,0.423316
500,41.660000,13.800000,0.136232,0.106714,0.517003
1000,38.440000,13.280000,0.078313,0.115645,0.521214
1500,37.180000,13.220000,0.060514,0.092849,0.512067
2000,38.640000,13.300000,0.033083,0.101719,0.536511
2500,39.640000,12.500000,0.019200,0.108607,0.504141
3000,39.320000,12.600000,0.012698,0.092445,0.501404
3500,46.060000,12.300000,0.006504,0.095040,0.506638
4000,37.640000,12.300000,0.003252,0.108093,0.506791
4500,35.600000,11.240000,0.000000,0.121419,0.457256
5000,43.360000,11.060000,0.000000,0.125040,0.445013
