generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.040000,11.740000,0.224872,0.142616,0.420839
500,37.740000,12.580000,0.146264,0.121673,0.474099
1000,37.240000,12.780000,0.075117,0.108620,0.498515
1500,36.120000,12.940000,0.040185,0.094036,0.520823
2000,34.400000,12.520000,0.025559,0.103909,0.507282
2500,45.100000,11.840000,0.023649,0.115621,0.470298
3000,42.240000,12.000000,0.010000,0.105132,0.482174
3500,42.380000,11.960000,0.006689,0.115386,0.490654
4000,40.920000,11.920000,0.003356,0.112966,0.496409
4500,41.720000,11.860000,0.003373,0.104054,0.478894
5000,41.680000,12.320000,0.003247,0.104127,0.503107
