generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.920000,11.800000,0.264407,0.145623,0.420362
500,41.140000,13.040000,0.138037,0.107224,0.485694
1000,40.720000,13.180000,0.078907,0.107936,0.513930
1500,37.960000,12.420000,0.054750,0.112017,0.492722
2000,42.700000,12.120000,0.049505,0.114196,0.484538
2500,44.320000,12.240000,0.035948,0.112413,0.487234
3000,41.980000,12.520000,0.019169,0.106673,0.505589
3500,36.100000,12.760000,0.015674,0.094110,0.502108
4000,34.600000,13.000000,0.012308,0.101682,0.529466
4500,41.040000,12.740000,0.006279,0.080720,0.524327
5000,36.280000,12.460000,0.000000,0.100333,0.507614
