generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.100000,11.060000,0.220615,0.150056,0.397917
500,37.060000,12.400000,0.122581,0.116638,0.471095
1000,41.420000,13.040000,0.070552,0.101703,0.514660
1500,45.020000,12.560000,0.047771,0.105930,0.506293
2000,38.580000,12.360000,0.022654,0.111307,0.499247
2500,37.600000,12.100000,0.016529,0.095918,0.482314
3000,38.820000,12.420000,0.003221,0.103758,0.503931
3500,41.260000,12.500000,0.003200,0.099767,0.503501
4000,42.940000,12.040000,0.003322,0.094145,0.489450
4500,39.080000,11.880000,0.003367,0.107527,0.478876
5000,44.560000,12.440000,0.000000,0.101192,0.506694
